title,categoryName,description,price,totalScore,reviewsCount,imagesCount,address,neighborhood,street,city,postalCode,state,website,phone,location.lat,location.lng,openingHours,reviewsDistribution.oneStar,reviewsDistribution.twoStar,reviewsDistribution.threeStar,reviewsDistribution.fourStar,reviewsDistribution.fiveStar,Features,price_numeric,High Rated,Reservations,Parking,Delivery,Outdoor Seating,Takeout,Vegetarian Options,Wheelchair Accessible,Family Friendly,Pet Friendly
Sherlock's Pub,        ,,₹600–800,4.5,2.0,,"408, 5th Main Rd HRBR Layout 2nd Block, Bengaluru 560043 India",5th Main Rd HRBR Layout 2nd Block,408,Bengaluru,560043,Karnataka,https://www.zomato.com/bangalore/sherlocks-pub-brookefield?context=eyJzZSI6eyJlIjpbIjE4MzU3NTgzIiwiMTg1NDE5MDYiLCIxODUxNjQyNCIsIjE4NjU5MDk2IiwxODU1ODQ5NCwiMTg1OTc3MjkiLCIxODg4NzUwNCIsIjE4NDQzMTE1IiwiMTgzNDQwMDEiLCIxODQ0ODM0NSIsIjE4NjQ5MzAxIiwiMTg3MzQ1MDciLCIxODc4NTEwMCIsIjE4NjIzMDI4IiwiNTQ5ODIiLCIxODYyNzYyNCIsIjE4NjYwOTY4IiwiMTg2MjE0MjkiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyb29rZWZpZWxkIn19,+91 88803 00600,13.02263,77.62498,,1.0,1.0,5.0,2.0,0.0,                            ,700.0,1.0,0,0,0,0,0,0,0,0,0
Sherlock's Pub Whitefield,Indian International British Pub     ,,₹1–200,2.5,5.0,,"1 Green Avenue Opp Kundalahalli Colony Kundalahalli colony Bus stop, ITPL main Road, Bengaluru 560037 India",ITPL main Road,1 Green Avenue Opp Kundalahalli Colony Kundalahalli colony Bus stop,Bengaluru,560037,Karnataka,https://www.zomato.com/bangalore/sherlocks-cafe-frazer-town?context=eyJzZSI6eyJlIjpbIjUyOTM2IiwiMTgzMTg5ODgiLCIxODYxNDQ4MSIsIjUzMTg1IiwxODM5MTAyNSwiMTg4MTI3MTAiLCIxODU2OTA5NCIsIjUxNjAzIiwiMTg2NzU4NzQiLCIxODM3OTY0MyIsIjE4NjkyODUwIiwiNTQyMjciLCIxODY0ODM3MSIsIjUzNTE4IiwiMTg3MDI2ODYiLCIxODI3MDIwMyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQnJpZ2FkZSBSb2FkIn19,+91 97315 67291,12.96849,77.57907,,0.0,0.0,0.0,1.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
"Sherlock's Pub, Frazer Town",Italian Chinese American Indian European    ,A Modern Take on Sherlock Holmes and Dr. John Watson English Pub - Lets Play A Game of Pints,₹1–200,4.0,7.0,,"60/1 Cleveland Town Coles Road, Bengaluru 560005 India",60/1 Cleveland Town Coles Road,60/1 Cleveland Town Coles Road,Bengaluru,560005,Karnataka,https://www.zomato.com/bangalore/sherlocks-cafe-frazer-town?context=eyJzZSI6eyJlIjpbIjUyOTM2IiwiMTgzMTg5ODgiLCIxODYxNDQ4MSIsIjUzMTg1IiwxODM5MTAyNSwiMTg4MTI3MTAiLCIxODU2OTA5NCIsIjUxNjAzIiwiMTg2NzU4NzQiLCIxODM3OTY0MyIsIjE4NjkyODUwIiwiNTQyMjciLCIxODY0ODM3MSIsIjUzNTE4IiwiMTg3MDI2ODYiLCIxODI3MDIwMyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQnJpZ2FkZSBSb2FkIn19,+91 88803 00600,12.994641,77.615074,,0.0,0.0,0.0,1.0,0.0,Reservations                            ,100.5,1.0,1,0,0,0,0,0,0,0,0
Shet-tea's,Snack bar,,,5.0,6.0,1.0,"2, 5th Cross Rd, Jaibharath Nagar, Vivekananda Nagar, Maruthi Sevanagar, Bengaluru, Karnataka 560033, India","Jaibharath Nagar, Vivekananda Nagar, Maruthi Sevanagar","2, 5th Cross Rd",Bengaluru,560033.0,Karnataka,,,13.0017322,77.63004,"[{'day': 'Monday', 'hours': 'Open 24 hours'}, {'day': 'Tuesday', 'hours': 'Open 24 hours'}, {'day': 'Wednesday', 'hours': 'Open 24 hours'}, {'day': 'Thursday', 'hours': 'Open 24 hours'}, {'day': 'Friday', 'hours': 'Open 24 hours'}, {'day': 'Saturday', 'hours': 'Open 24 hours'}, {'day': 'Sunday', 'hours': 'Open 24 hours'}]",0.0,0.0,0.0,0.0,6.0,Breakfast | Brunch | Casual | Counter service | Credit cards | Curbside pickup | Delivery | Dessert | Drive-through | Family-friendly | Free Wi-Fi | Free street parking | Good for kids | LGBTQ+ friendly | Lunch | NFC mobile payments | No-contact delivery | Onsite services | Outdoor seating | Quick bite | Small plates | Takeout | Wi-Fi,300.0,1.0,0,1,1,1,1,0,0,1,0
Shetty Lunch Home,        ,,,4.0,1.0,,"2nd Floor 9th Main 310 39th C Cross Road 5th Block, Jayanagar, Bengaluru 560041 India",Jayanagar,2nd Floor 9th Main 310 39th C Cross Road 5th Block,Bengaluru,560041,Karnataka,,+91 99868 96336,12.920323,77.58371,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Shetty Lunch Home,Indian        ,,,4.5,2.0,,"17, 2nd Main, Dinnur Main Road, Near Rt Nagar Bus Stop, Rt Nagar, Bengaluru 560032 India",Rt Nagar,17,Bengaluru,560032,Karnataka,,+91 89718 97132,13.02945,77.6077,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Shezan,Indian        ,,₹200–400,4.5,42.0,,"Shezan Ground Floor Cunningham Road Ground Floor Shah Sultan Complex, Opposite To Reliance Web World, Vasanth Nagar, Bengaluru 560052 India",Vasanth Nagar,Shezan Ground Floor Cunningham Road Ground Floor Shah Sultan Complex,Bengaluru,560052,Karnataka,https://www.zomato.com/bangalore/shezan-cunningham-road?context=eyJzZSI6eyJlIjpbIjU0MDk0IiwiMTg2NDQxMzYiLCIxODc3ODEyOSIsIjYwODY2Iiw1MDg4NywiMTg4NTgwNjIiLCIxODQzMDM4OSIsIjU0MDUwIiwiMTg4NjY4ODkiLCIxODUxMTY4NSIsIjU0OTkyIiwiNTA5NTkiLCIxODU0MDE1NiIsIjE4NjMxMjIwIiwiMTgwNDgyNDAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyaWdhZGUgUm9hZCJ9fQ==,+91 80 2228 7895,12.987249,77.59477,,0.0,0.0,1.0,1.0,1.0,Delivery Takeout Reservations Seating Table Service                        ,300.0,1.0,1,0,1,1,1,0,0,0,0
Shezan,Chinese        ,,₹200–400,4.0,7.0,,"1st Floor 68 Near High Gloss Beauty Salon Behind Bangalore Club, Bengaluru 560001 India",1st Floor 68 Near High Gloss Beauty Salon Behind Bangalore Club,1st Floor 68 Near High Gloss Beauty Salon Behind Bangalore Club,Bengaluru,560001,Karnataka,https://www.zomato.com/bangalore/shezan-cunningham-road?context=eyJzZSI6eyJlIjpbIjU0MDk0IiwiMTg2NDQxMzYiLCIxODc3ODEyOSIsIjYwODY2Iiw1MDg4NywiMTg4NTgwNjIiLCIxODQzMDM4OSIsIjU0MDUwIiwiMTg4NjY4ODkiLCIxODUxMTY4NSIsIjU0OTkyIiwiNTA5NTkiLCIxODU0MDE1NiIsIjE4NjMxMjIwIiwiMTgwNDgyNDAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyaWdhZGUgUm9hZCJ9fQ==,+91 80 2224 9319,12.98711,77.608,,0.0,0.0,1.0,1.0,1.0,Reservations                            ,300.0,1.0,1,0,0,0,0,0,0,0,0
Shibhog,        ,,,5.0,1.0,,"Yeshwantpur, service lane, opp Taj vivanta, Bengaluru India",opp Taj vivanta,Yeshwantpur,Bengaluru,,Karnataka,,,13.02797,77.54119,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Shift,Chinese Indian Bar Pub     ,"This 3 floor pub has an entirely different theme running on each of the floors which include a dedicated co working space, full indoor bar & a rooftop split into two sections. We hope you’re not the kind of person who sticks to one place, cause it’s all about the SHIFT (no pun intended). If you’re looking for a place where you can blindly walk in and try any food and fall in love with it, chances",₹600–800,4.0,13.0,,"1085 Hsr Layout 14'th Main Road 8th Cross road, Bengaluru 560034 India",1085 Hsr Layout 14'th Main Road 8th Cross road,1085 Hsr Layout 14'th Main Road 8th Cross road,Bengaluru,560034,Karnataka,https://www.zomato.com/bangalore/shift-hsr?context=eyJzZSI6eyJlIjpbIjUyMzg0IiwiNTYyMTkiLCI1NDIzMyIsIjE4MzYyNDQzIiwxODU3NjQzNSwiMTg0NTc2MDQiLCI1MDcxMiIsIjE4NzUxODc3IiwiMTc5NTY3MDUiLCIxODkzNDIyNiIsIjU5NDMzIiwiMTg0MzU2ODYiLCIxODc5Nzc4MiIsIjE4ODE0Mzc5IiwiNjEzMTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,+91 80509 91125,12.911877,77.638824,,3.0,6.0,23.0,51.0,36.0,Delivery Takeout Reservations Outdoor Seating Seating Parking Available Street Parking Serves Alcohol Wine and Beer Accepts Credit Cards Table Service                  ,700.0,1.0,1,1,1,1,1,0,0,0,0
Shilpa Bakery,        ,,₹1–200,3.0,1.0,,"Mico Layout 16th Cross 7th Main, Near Food Court Banashankari Stage II, Btm Layout 2nd Stage, Bengaluru 560076 India",Btm Layout 2nd Stage,Mico Layout 16th Cross 7th Main,Bengaluru,560076,Karnataka,https://www.zomato.com/bangalore/shilpa-veg-shivajinagar?context=eyJzZSI6eyJlIjpbIjU0Nzg0IiwiNTQ2MTQiLCI1MzUxOCIsIjE4NjMxMDcwIiw1NDM2OSwiNTM1NjMiLCI1ODM1OCIsIjE4ODU3MDUzIiwiMTg2Mjc3MzAiLCI1NDM4MCIsIjE4NTkxMzY0IiwiNTA5OTkiLCI1NjQ0NSIsIjU0Mzc3IiwiNTA3MjQiLCI1ODUzMiIsIjYwNTAzIiwiNjExMTYiXSwidCI6IkRlc3NlcnRzICYgQmFrZXMgaW4gQnJpZ2FkZSBSb2FkIn19,+91 90363 66019,12.89079,77.60708,,0.0,0.0,1.0,1.0,0.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Shilpa Tiffin Center,Seafood Fast Food       ,,₹1–200,4.0,2.0,,"37, Maruthi Nagar Road, Oppositwe R. S High School, Madiwala, Bengaluru India",Madiwala,37,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/shilpa-veg-shivajinagar?context=eyJzZSI6eyJlIjpbIjU0Nzg0IiwiNTQ2MTQiLCI1MzUxOCIsIjE4NjMxMDcwIiw1NDM2OSwiNTM1NjMiLCI1ODM1OCIsIjE4ODU3MDUzIiwiMTg2Mjc3MzAiLCI1NDM4MCIsIjE4NTkxMzY0IiwiNTA5OTkiLCI1NjQ0NSIsIjU0Mzc3IiwiNTA3MjQiLCI1ODUzMiIsIjYwNTAzIiwiNjExMTYiXSwidCI6IkRlc3NlcnRzICYgQmFrZXMgaW4gQnJpZ2FkZSBSb2FkIn19,+91 97391 60239,13.10246,77.60483,,0.0,0.0,1.0,1.0,0.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Shimray Restaurant,North Eastern Indian restaurant,,"₹200–1,000",5.0,84.0,44.0,"GG, 43, 9th cross, Road, Ejipura, Bengaluru, Karnataka 560047, India","Gowda Muniswamy Garden, Ejipura","GG, 43, 9th cross, Road",Bengaluru,560047.0,Karnataka,,+91 88675 30445,12.9486325,77.6272652,"[{'day': 'Monday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Tuesday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Wednesday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Thursday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Friday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Saturday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}, {'day': 'Sunday', 'hours': '11:30\u202fAM to 11:30\u202fPM'}]",0.0,0.0,1.0,1.0,82.0,Accepts reservations | Casual | Curbside pickup | Debit cards | Delivery | Dessert | Dine-in | Dinner | Drive-through | Free parking lot | Free street parking | Good for kids | Groups | Live music | Lunch | NFC mobile payments | No-contact delivery | On-site parking | Quick bite | Restroom | Small plates | Solo dining | Table service | Takeout | Usually plenty of parking,600.0,1.0,1,1,1,0,1,0,0,1,0
Shine Bakery,        ,,,4.0,1.0,,"112/2, Mangamman Palya, Near Apollo Pharma, Bommanahalli, Bengaluru 560068 India",Bommanahalli,112/2,Bengaluru,560068,Karnataka,,+91 89711 84453,12.89575,77.63905,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Shine Family Restaurant,        ,,,5.0,2.0,,"272 S C Road, Bengaluru 560055 India",272 S C Road,272 S C Road,Bengaluru,560055,Karnataka,,+91 80 4151 1148,13.00133,77.53019,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Shine Restaurant Bommanahalli,Indian restaurant,,₹1–200,4.3,532.0,87.0,"1/2, Canara Bank Rd, Bommanahalli, Bengaluru, Karnataka 560068, India",Bommanahalli,"1/2, Canara Bank Rd",Bengaluru,560068.0,Karnataka,,+91 63630 48144,12.9042362,77.6276574,"[{'day': 'Monday', 'hours': '7:45\u202fAM to 11\u202fPM'}, {'day': 'Tuesday', 'hours': '7:45\u202fAM to 11\u202fPM'}, {'day': 'Wednesday', 'hours': '7:45\u202fAM to 11\u202fPM'}, {'day': 'Thursday', 'hours': '7:45\u202fAM to 11\u202fPM'}, {'day': 'Friday', 'hours': '7:45\u202fAM to 11\u202fPM'}, {'day': 'Saturday', 'hours': '7:45\u202fAM to 11\u202fPM'}, {'day': 'Sunday', 'hours': '7:45\u202fAM to 11\u202fPM'}]",37.0,24.0,33.0,102.0,336.0,Accepts reservations | All you can eat | Breakfast | Brunch | Casual | Catering | Credit cards | Debit cards | Delivery | Dessert | Dine-in | Dinner | Family-friendly | Free street parking | Good for kids | Google Pay | Groups | Kids' menu | LGBTQ+ friendly | Lunch | Meal coupons | NFC mobile payments | Quick bite | Seating | Small plates | Solo dining | Table service | Takeout | Trendy | Vegetarian options,100.5,1.0,1,1,1,1,1,1,0,1,0
Shine Restaurant Hongasandra,Restaurant,,₹1–200,4.3,204.0,38.0,"VJXG+QM7, No.280 , 2nd Main , 2nd Cross, Begur Rd, opposite to pai International, Hongasandra, Bengaluru, Karnataka 560114, India","Vivekananda Nagar, Hongasandra","VJXG+QM7, No.280 , 2nd Main , 2nd Cross, Begur Rd, opposite to pai International",Bengaluru,560114.0,Karnataka,http://www.shinecaterers.com/,+91 87222 88886,12.8994069,77.6266486,"[{'day': 'Monday', 'hours': '10\u202fAM to 10:30\u202fPM'}, {'day': 'Tuesday', 'hours': '10\u202fAM to 10:30\u202fPM'}, {'day': 'Wednesday', 'hours': '10\u202fAM to 10:30\u202fPM'}, {'day': 'Thursday', 'hours': '10\u202fAM to 10:30\u202fPM'}, {'day': 'Friday', 'hours': '10\u202fAM to 10:30\u202fPM'}, {'day': 'Saturday', 'hours': '10\u202fAM to 10:30\u202fPM'}, {'day': 'Sunday', 'hours': '10\u202fAM to 10:30\u202fPM'}]",17.0,1.0,14.0,53.0,119.0,Alcohol | All you can eat | Breakfast | Casual | College students | Credit cards | Debit cards | Delivery | Dessert | Dine-in | Dinner | Drive-through | Free parking lot | Free street parking | Good for kids | Groups | Halal food | Lunch | NFC mobile payments | No-contact delivery | Quick bite | Restroom | Small plates | Solo dining | Table service | Takeout | Trendy | Wheelchair accessible entrance | Wine,100.5,1.0,0,1,1,0,1,0,1,1,0
Shiro Bengaluru,Japanese Sushi Asian Shanghai     ,"Shiro, or castle in Japanese, is a dramatic soaring space that immediately captures the imagination and stretches the senses. The towering interior is finished in a unique combination of natural stone, woods, slate, leather, bamboo, and velvet complemented by shimmering lotus pools, soft furniture and subtle lighting. Shiro’s ability to stimulate your senses continues with their diverse cuisine and sophisticated bar. Inspired by the fiery orient, the menu offers an eclectic mix of Korean, Vietnamese, Chinese, Japanese and Thai gastronomy . Having won 19 awards across the country over the last eight years, including The Times Food Guide’s Best Pan Asian Restaurant in Bengaluru for the last four years consecutively, Shiro speaks for itself.","₹1,400–1,600",4.5,868.0,,"UB City, Vittal Mallya Road 222, 3rd Floor, Ashok Nagar, Bengaluru 560001 India",Ashok Nagar,UB City,Bengaluru,560001,Karnataka,https://www.zomato.com/bangalore/shiro-lavelle-road?context=eyJzZSI6eyJlIjpbIjU3NjQwIiwiMTg1OTg1NjEiLCI1NDc0MSIsIjE4Njc4MDcwIiw1MDg5MCwiMTg3MjAxODkiLCIxODU1MzcwMiIsIjE4NTAyMTMxIiwiNTYyMDAiLCIxODY1MzQyNSIsIjE4Nzc4MDI3IiwiMTg0Mzk2NzAiLCIxODY4MzkyMSIsIjE4OTAzMzA1IiwiNTc0MzgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyaWdhZGUgUm9hZCJ9fQ==,+91 98332 52772,12.97166,77.59598,,0.0,0.0,9.0,54.0,30.0,Reservations Outdoor Seating Seating Parking Available Highchairs Available Serves Alcohol Full Bar Wine and Beer Accepts Credit Cards Table Service                   ,1500.0,1.0,1,1,0,1,0,0,0,0,0
Shiv Bhog,Indian        ,,,4.0,1.0,,"Opp Taj Vivanta, Bengaluru 560022 India",Opp Taj Vivanta,Opp Taj Vivanta,Bengaluru,560022,Karnataka,,+91 80 4965 3242,,,,,,,,,                            ,300.0,1.0,0,0,0,0,0,0,0,0,0
Shiv Sagar,Indian Fast Food       ,,₹1–200,4.0,16.0,,"3rd Floor, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bengaluru India",Brigade Road,3rd Floor,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/shiv-sagar-1-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NDE4NTYzIiwiMTg0MjYzOTMiLCIxODU3Nzg4MSIsIjU2OTM3Iiw1MTg5OCwiNjA4OTEiLCIxODA0ODI0NSIsIjE3OTc4MzQ1IiwiMTgyMzI2NzYiLCIxODM2NjY4MiIsIjU5MzY0IiwiNTM3MzMiLCIxODY2NTk2NSIsIjE4NzAzNzEwIiwiMTg3Njk3NTMiLCIxODgwNTQ0OCIsIjE4ODc5ODcwIiwiMTg2NDkzMDMiLCIxODY1MzQ2MyIsIjE4NTMxNzA3IiwiMTg1NDgzNzAiLCI1NzM1MiIsIjE4NjQ5NjMxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==,+91 97317 18076,12.97097,77.60848,,9.0,12.0,28.0,1.0,2.0,Takeout Wheelchair Accessible                           ,100.5,1.0,0,0,0,0,1,0,1,0,0
Shiv Sagar,Indian Asian       ,,₹1–200,4.0,35.0,,"M.G Road Public Utility Building, Fame Shankarnag Chitra Mandir, Bengaluru 560001 India",Fame Shankarnag Chitra Mandir,M.G Road Public Utility Building,Bengaluru,560001,Karnataka,https://www.zomato.com/bangalore/shiv-sagar-1-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NDE4NTYzIiwiMTg0MjYzOTMiLCIxODU3Nzg4MSIsIjU2OTM3Iiw1MTg5OCwiNjA4OTEiLCIxODA0ODI0NSIsIjE3OTc4MzQ1IiwiMTgyMzI2NzYiLCIxODM2NjY4MiIsIjU5MzY0IiwiNTM3MzMiLCIxODY2NTk2NSIsIjE4NzAzNzEwIiwiMTg3Njk3NTMiLCIxODgwNTQ0OCIsIjE4ODc5ODcwIiwiMTg2NDkzMDMiLCIxODY1MzQ2MyIsIjE4NTMxNzA3IiwiMTg1NDgzNzAiLCI1NzM1MiIsIjE4NjQ5NjMxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==,25593841,12.97571,77.60506,,9.0,12.0,28.0,1.0,2.0,Delivery Takeout Reservations Seating Table Service                        ,100.5,1.0,1,0,1,1,1,0,0,0,0
Shiv Sagar,        ,,₹1–200,3.5,3.0,,"Gandhi Bazaar Main Road No 5, Mallaiaraih Complex, Basavanagudi, Bengaluru 560004 India",Basavanagudi,Gandhi Bazaar Main Road No 5,Bengaluru,560004,Karnataka,https://www.zomato.com/bangalore/shiv-sagar-1-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NDE4NTYzIiwiMTg0MjYzOTMiLCIxODU3Nzg4MSIsIjU2OTM3Iiw1MTg5OCwiNjA4OTEiLCIxODA0ODI0NSIsIjE3OTc4MzQ1IiwiMTgyMzI2NzYiLCIxODM2NjY4MiIsIjU5MzY0IiwiNTM3MzMiLCIxODY2NTk2NSIsIjE4NzAzNzEwIiwiMTg3Njk3NTMiLCIxODgwNTQ0OCIsIjE4ODc5ODcwIiwiMTg2NDkzMDMiLCIxODY1MzQ2MyIsIjE4NTMxNzA3IiwiMTg1NDgzNzAiLCI1NzM1MiIsIjE4NjQ5NjMxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==,+91 80 2660 4686,12.94566,77.57094,,9.0,12.0,28.0,1.0,2.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Shiv Sagar,        ,,₹1–200,3.5,10.0,,"A 41, Hulimavu Gate, Bannerghatta Road Near ICICI Bank, Bengaluru India",Bannerghatta Road Near ICICI Bank,A 41,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/shiv-sagar-1-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NDE4NTYzIiwiMTg0MjYzOTMiLCIxODU3Nzg4MSIsIjU2OTM3Iiw1MTg5OCwiNjA4OTEiLCIxODA0ODI0NSIsIjE3OTc4MzQ1IiwiMTgyMzI2NzYiLCIxODM2NjY4MiIsIjU5MzY0IiwiNTM3MzMiLCIxODY2NTk2NSIsIjE4NzAzNzEwIiwiMTg3Njk3NTMiLCIxODgwNTQ0OCIsIjE4ODc5ODcwIiwiMTg2NDkzMDMiLCIxODY1MzQ2MyIsIjE4NTMxNzA3IiwiMTg1NDgzNzAiLCI1NzM1MiIsIjE4NjQ5NjMxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==,+91 80 2648 3631,12.89001,77.59992,,9.0,12.0,28.0,1.0,2.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
Shiv Sagar,Indian        ,,₹1–200,5.0,1.0,,"Bannerghatta Road QSR -1, 3rd Floor, Vega City Mall, Srinivas Industrial Estate, Bengaluru India",Srinivas Industrial Estate,Bannerghatta Road QSR -1,Bengaluru,,Karnataka,https://www.zomato.com/bangalore/shiv-sagar-1-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NDE4NTYzIiwiMTg0MjYzOTMiLCIxODU3Nzg4MSIsIjU2OTM3Iiw1MTg5OCwiNjA4OTEiLCIxODA0ODI0NSIsIjE3OTc4MzQ1IiwiMTgyMzI2NzYiLCIxODM2NjY4MiIsIjU5MzY0IiwiNTM3MzMiLCIxODY2NTk2NSIsIjE4NzAzNzEwIiwiMTg3Njk3NTMiLCIxODgwNTQ0OCIsIjE4ODc5ODcwIiwiMTg2NDkzMDMiLCIxODY1MzQ2MyIsIjE4NTMxNzA3IiwiMTg1NDgzNzAiLCI1NzM1MiIsIjE4NjQ5NjMxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==,+91 80679 22490,12.85932,77.56871,,9.0,12.0,28.0,1.0,2.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Shiv Sagar,Fast Food        ,,₹1–200,4.0,11.0,,"Hosur Road The Forum Mall, 2nd Floor, Bengaluru 560095 India",2nd Floor,Hosur Road The Forum Mall,Bengaluru,560095,Karnataka,https://www.zomato.com/bangalore/shiv-sagar-1-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NDE4NTYzIiwiMTg0MjYzOTMiLCIxODU3Nzg4MSIsIjU2OTM3Iiw1MTg5OCwiNjA4OTEiLCIxODA0ODI0NSIsIjE3OTc4MzQ1IiwiMTgyMzI2NzYiLCIxODM2NjY4MiIsIjU5MzY0IiwiNTM3MzMiLCIxODY2NTk2NSIsIjE4NzAzNzEwIiwiMTg3Njk3NTMiLCIxODgwNTQ0OCIsIjE4ODc5ODcwIiwiMTg2NDkzMDMiLCIxODY1MzQ2MyIsIjE4NTMxNzA3IiwiMTg1NDgzNzAiLCI1NzM1MiIsIjE4NjQ5NjMxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==,+91 80 2206 7718,12.81955,77.67605,,9.0,12.0,28.0,1.0,2.0,                            ,100.5,1.0,0,0,0,0,0,0,0,0,0
Shiv Sagar,Indian Asian       ,,₹1–200,4.5,49.0,,"Shiv Sagar 3rd Floor Sampige Road Near Sampige Theatre, Bengaluru 560003 India",Shiv Sagar 3rd Floor Sampige Road Near Sampige Theatre,Shiv Sagar 3rd Floor Sampige Road Near Sampige Theatre,Bengaluru,560003,Karnataka,https://www.zomato.com/bangalore/shiv-sagar-1-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NDE4NTYzIiwiMTg0MjYzOTMiLCIxODU3Nzg4MSIsIjU2OTM3Iiw1MTg5OCwiNjA4OTEiLCIxODA0ODI0NSIsIjE3OTc4MzQ1IiwiMTgyMzI2NzYiLCIxODM2NjY4MiIsIjU5MzY0IiwiNTM3MzMiLCIxODY2NTk2NSIsIjE4NzAzNzEwIiwiMTg3Njk3NTMiLCIxODgwNTQ0OCIsIjE4ODc5ODcwIiwiMTg2NDkzMDMiLCIxODY1MzQ2MyIsIjE4NTMxNzA3IiwiMTg1NDgzNzAiLCI1NzM1MiIsIjE4NjQ5NjMxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==,+91 80 2266 7356,13.00412,77.57126,,9.0,12.0,28.0,1.0,2.0,Takeout Seating Wheelchair Accessible Table Service                         ,100.5,1.0,0,0,0,1,1,0,1,0,0
Shiv Sagar,        ,,₹1–200,3.5,8.0,,"No 41 Shiv Sagar 3rd Floor Bannerghatta Road, Bengaluru 560076 India",No 41 Shiv Sagar 3rd Floor Bannerghatta Road,No 41 Shiv Sagar 3rd Floor Bannerghatta Road,Bengaluru,560076,Karnataka,https://www.zomato.com/bangalore/shiv-sagar-1-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4NDE4NTYzIiwiMTg0MjYzOTMiLCIxODU3Nzg4MSIsIjU2OTM3Iiw1MTg5OCwiNjA4OTEiLCIxODA0ODI0NSIsIjE3OTc4MzQ1IiwiMTgyMzI2NzYiLCIxODM2NjY4MiIsIjU5MzY0IiwiNTM3MzMiLCIxODY2NTk2NSIsIjE4NzAzNzEwIiwiMTg3Njk3NTMiLCIxODgwNTQ0OCIsIjE4ODc5ODcwIiwiMTg2NDkzMDMiLCIxODY1MzQ2MyIsIjE4NTMxNzA3IiwiMTg1NDgzNzAiLCI1NzM1MiIsIjE4NjQ5NjMxIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCYW5uZXJnaGF0dGEgUm9hZCJ9fQ==,+91 80670 80022,12.88961,77.60114,,9.0,12.0,28.0,1.0,2.0,                            ,100.5,0.0,0,0,0,0,0,0,0,0,0
